Scripps_ID,shipment,received,Sample_ID,Collection date,Species,Sample type,Address,Country,State,County,City,Zip,Latitude,Longitude,PCR CT,cDNA,PCR,Library prep,Sequenced,# of Reads,% CDS covered,Mean coverage depth,Seq. complete?,gap primers,BioSample Accession,Nucleotide Accession
W0331,3-plate3,yes,12-1599,2012-06-13,American Kestrel,dead bird,,USA,CA,Kern,Bakersfield,,35.362,-119.025,19.8,yes,yes,yes,yes,612318,97.47%,5117.3,,,SAMN10499203,MH507882
W0332,3-plate3,yes,12-1741,2012-06-18,California Scrub-Jay,dead bird,,USA,CA,Kern,Bakersfield,,35.344,-119.051,12.8,yes,yes,yes,yes,11192,88.69%,155.6,,,SAMN10499204,MH507883
W0333,3-plate3,yes,12-2034,2012-06-24,American Crow,dead bird,,USA,CA,Kern,Bakersfield,,35.386,-119.031,15.6,yes,yes,yes,yes,11871,98.82%,135.6,,,SAMN10499205,MH507884
W0334,3-plate3,yes,12-2672,2012-07-09,House Finch,dead bird,,USA,CA,Kern,Bakersfield,,35.386,-119.031,13.7,yes,yes,yes,yes,18048,90.30%,356.4,,,SAMN10499206,MH507885
W0335,3-plate3,yes,12-2718,2012-07-10,American Crow,dead bird,,USA,CA,Kern,Bakersfield,,35.428,-119.03,15.4,yes,yes,yes,yes,36088,95.93%,784.5,,,SAMN10499207,MH507886
W0336,3-plate3,yes,12-2797,2012-07-11,American Crow,dead bird,,USA,CA,Kern,Bakersfield,,35.383,-119.03,und,yes,yes,yes,yes,3150,32.36%,13.1,,,SAMN10499208,
W0337,3-plate3,yes,12-3440,2012-07-31,American Crow,dead bird,,USA,CA,Kern,Bakersfield,,35.406,-118.984,25.4,yes,yes,yes,yes,313826,96.31%,4349.2,,,SAMN10499209,
W0338,3-plate3,yes,13-105,2013-02-04,Great-tailed Grackle,dead bird,,USA,CA,Kern,Bakersfield,,35.369,-118.936,und,yes,yes,yes,yes,56834,24.97%,730.3,,,SAMN10499210,
W0339,3-plate3,yes,13-1274,2013-06-10,California Scrub-Jay,dead bird,,USA,CA,Kern,Bakersfield,,35.406,-119.032,12.3,yes,yes,yes,yes,326919,99.90%,3717.1,,,SAMN10499211,MH507887
W0340,3-plate3,yes,13-1894,2013-07-08,California Scrub-Jay,dead bird,,USA,CA,Kern,Bakersfield,,35.275,-119.041,19.5,yes,yes,yes,yes,491089,97.55%,5077.1,,,SAMN10499212,MH507888
W0341,3-plate3,yes,13-2709,2013-07-31,Northern Mockingbird,dead bird,,USA,CA,Kern,Bakersfield,,35.408,-118.941,und,yes,yes,yes,yes,1987,19.37%,8.2,,,SAMN10499213,
W0342,3-plate3,yes,17-1059,2017-07-04,American Crow,dead bird,,USA,CA,Kern,Bakersfield,,35.389,-119.097,21.3,yes,yes,yes,yes,158976,98.60%,3140.3,,,SAMN10499214,MH507889
W0343,3-plate3,yes,17-1102,2017-07-07,American Crow,dead bird,,USA,CA,Kern,Bakersfield,,35.351,-119.091,24.8,yes,yes,yes,yes,509174,99.26%,5520.5,,,SAMN10499215,MH507890
W0344,3-plate4,yes,04-274,2004-08-05,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,20.7,yes,yes,yes,yes,43833,97.92%,794.6,,,SAMN10499216,MH507891
W0345,3-plate4,yes,04-277,2004-08-05,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.198,-118.833,18.1,yes,yes,yes,yes,31811,96.50%,623.9,,,SAMN10499217,MH507892
W0346,3-plate4,yes,04-278,2004-08-05,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.198,-118.833,18,yes,yes,yes,yes,17338,94.91%,318.8,,,SAMN10499218,MH507893
W0347,3-plate4,yes,04-284,2004-08-10,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.276,-119.099,19.1,yes,yes,yes,yes,37628,98.21%,492.9,,,SAMN10499219,MH507894
W0348,3-plate4,yes,04-287,2004-08-11,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.198,-118.833,17,yes,yes,yes,yes,24322,97.93%,299.1,,,SAMN10499220,MH507895
W0349,3-plate4,yes,04-291,2004-08-11,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.283,-118.932,21.4,yes,yes,yes,yes,386768,100.00%,3388.1,,,SAMN10499221,MH507896
W0350,3-plate4,yes,04-293,2004-08-11,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.166,-118.825,20.8,yes,yes,yes,yes,149984,99.57%,1669.1,,,SAMN10499222,MH507897
W0351,3-plate4,yes,04-301,2004-08-12,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Shafter,,35.493,-119.272,24.2,yes,yes,yes,yes,991868,100.00%,5330.7,,,SAMN10499223,MH507898
W0352,3-plate4,yes,04-303,2004-08-12,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bowerbank,,35.403,-119.395,20.6,yes,yes,yes,yes,93362,99.10%,1353.0,,,SAMN10499224,MH507899
W0353,3-plate4,yes,04-306,2004-08-12,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Greenacres,,35.38,-119.111,21.7,yes,yes,yes,yes,736224,100.00%,4746.5,,,SAMN10499225,MH507900
W0354,3-plate4,yes,04-316,2004-08-13,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.075,20.4,yes,yes,yes,yes,160034,100.00%,2008.6,,,SAMN10499226,MH507901
W0355,3-plate4,yes,04-319,2004-08-13,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.299,-119.004,23.7,yes,yes,yes,yes,1005192,99.36%,5456.5,,,SAMN10499227,MH507902
W0356,3-plate4,yes,04-429,2004-09-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.428,-119.115,20.5,yes,yes,yes,yes,642364,100.00%,4209.7,,,SAMN10499228,MH507903
W0357,3-plate4,yes,04-442,2004-09-23,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.365,-118.998,21,yes,yes,yes,yes,564044,100.00%,3951.7,,,SAMN10499229,MH507904
W0358,3-plate4,yes,05-197,2005-06-21,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.351,-119.162,22.4,yes,yes,yes,yes,420654,100.00%,3775.5,,,SAMN10499230,MH507905
W0359,3-plate4,yes,05-242,2005-07-01,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.109,21.5,yes,yes,yes,yes,458970,100.00%,4319.3,,,SAMN10499231,MH507906
W0360,3-plate4,yes,05-246,2005-07-01,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,18.2,yes,yes,yes,yes,15121,94.54%,242.7,,,SAMN10499232,MH507907
W0361,3-plate4,yes,05-248,2005-07-01,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.075,19.2,yes,yes,yes,yes,44920,100.00%,854.5,,,SAMN10499233,MH507908
W0362,3-plate4,yes,05-254,2005-07-06,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.351,-119.162,19,yes,yes,yes,yes,101392,100.00%,1130.8,,,SAMN10499234,MH507909
W0363,3-plate4,yes,05-258,2005-07-06,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.428,-119.115,19.1,yes,yes,yes,yes,74882,100.00%,1163.9,,,SAMN10499235,MH507910
W0364,3-plate4,yes,05-283,2005-07-07,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Shafter,,35.507,-119.265,19.7,yes,yes,yes,yes,227641,100.00%,2674.1,,,SAMN10499236,MH507911
W0365,3-plate4,yes,05-292,2005-07-14,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.299,-119.004,18.5,yes,yes,yes,yes,108099,100.00%,1612.9,,,SAMN10499237,MH507912
W0366,3-plate4,yes,05-297,2005-07-14,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.378,-119.036,18.6,yes,yes,yes,yes,120646,100.00%,1398.6,,,SAMN10499238,MH507913
W0367,3-plate4,yes,05-298,2005-07-14,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.378,-119.036,24.3,yes,yes,yes,yes,2225119,99.33%,6191.7,,,SAMN10499239,MH507914
W0368,3-plate4,yes,05-306,2005-07-19,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.245,-119.236,19.5,yes,yes,yes,yes,242001,100.00%,2263.8,,,SAMN10499240,MH507915
W0369,3-plate4,yes,06-298,2006-07-11,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.32,-119.129,20.1,yes,yes,yes,yes,34410,95.88%,754.6,,,SAMN10499241,MH507916
W0370,3-plate4,yes,06-299*,2006-07-11,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.276,-119.099,19.7,yes,yes,yes,yes,123049,100.00%,1487.4,,,SAMN10499242,MH507917
W0371,3-plate4,yes,06-303,2006-07-11,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.245,-119.236,18.6,yes,yes,yes,yes,30406,97.98%,455.5,,,SAMN10499243,MH507918
W0372,3-plate4,yes,06-304,2006-07-11,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.245,-119.236,20.6,yes,yes,yes,yes,228883,100.00%,2229.9,,,SAMN10499244,MH507919
W0373,3-plate4,yes,06-331,2006-07-14,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.378,-119.036,18.9,yes,yes,yes,yes,25613,97.53%,488.9,,,SAMN10499245,MH507920
W0374,3-plate4,yes,06-336,2006-07-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,21.5,yes,yes,yes,yes,183214,99.81%,2016.7,,,SAMN10499246,MH507921
W0375,3-plate4,yes,06-338,2006-07-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.349,-119.04,19,yes,yes,yes,yes,85331,96.96%,1074.8,,,SAMN10499247,MH507922
W0376,3-plate4,yes,06-340,2006-07-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,23.6,yes,yes,yes,yes,222003,98.99%,3085.8,,,SAMN10499248,MH507923
W0377,3-plate4,yes,06-342,2006-07-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.299,-119.004,20.9,yes,yes,yes,yes,77492,99.44%,1226.8,,,SAMN10499249,MH507924
W0378,3-plate4,yes,06-343,2006-07-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,20.5,yes,yes,yes,yes,98358,100.00%,1380.8,,,SAMN10499250,MH507925
W0379,3-plate4,yes,06-345,2006-07-21,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.075,18.6,yes,yes,yes,yes,7994,85.75%,132.6,,,SAMN10499251,MH507926
W0380,3-plate4,yes,06-375,2006-08-04,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,19.1,yes,yes,yes,yes,54315,100.00%,899.0,,,SAMN10499252,MH507927
W0381,3-plate4,yes,06-376,2006-08-04,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,17.5,yes,yes,yes,yes,37327,100.00%,488.0,,,SAMN10499253,MH507928
W0382,3-plate4,yes,06-377,2006-08-04,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,22.2,yes,yes,yes,yes,1716591,100.00%,5831.7,,,SAMN10499254,MH507929
W0383,3-plate4,yes,06-381,2006-08-04,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,24,yes,yes,yes,yes,880178,99.70%,4938.6,,,SAMN10499255,MH507930
W0384,3-plate4,yes,07-72,2007-06-05,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.252,-119.236,25.2,yes,yes,yes,yes,2144573,99.73%,6184.3,,,SAMN10499256,MH507931
W0385,3-plate4,yes,07-78,2007-06-06,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.29,-118.979,21.2,yes,yes,yes,yes,216879,100.00%,2429.9,,,SAMN10499257,MH507932
W0386,3-plate4,yes,07-96,2007-06-08,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,22.4,yes,yes,yes,yes,1197340,99.61%,5614.9,,,SAMN10499258,MH507933
W0387,3-plate4,yes,07-116,2007-06-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,18.4,yes,yes,yes,yes,234342,99.98%,2589.3,,,SAMN10499259,MH507934
W0388,3-plate4,yes,07-184,2007-06-22,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.075,19.8,yes,yes,yes,yes,135287,99.41%,1722.4,,,SAMN10499260,MH507935
W0389,3-plate4,yes,07-333,2007-08-03,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,19.9,yes,yes,yes,yes,255718,100.00%,2534.5,,,SAMN10499261,MH507936
W0390,3-plate4,yes,07-334,2007-08-03,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,18.5,yes,yes,yes,yes,113275,100.00%,1389.6,,,SAMN10499262,MH507937
W0391,3-plate4,yes,07-356,2007-08-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.198,-118.833,23.5,yes,yes,yes,yes,794235,99.36%,4770.7,,,SAMN10499263,MH507938
W0392,3-plate4,yes,07-358,2007-08-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,22,yes,yes,yes,yes,625986,98.08%,2568.6,,,SAMN10499264,MH507939
W0393,3-plate4,yes,07-361,2007-08-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Greenacres,,35.38,-119.111,22,yes,yes,yes,yes,309249,100.00%,3087.5,,,SAMN10499265,MH507940
W0394,3-plate4,yes,07-363,2007-08-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,22.1,yes,yes,yes,yes,964806,99.36%,5268.5,,,SAMN10499266,MH507941
W0395,3-plate4,yes,07-367,2007-08-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,18.5,yes,yes,yes,yes,48478,100.00%,549.6,,,SAMN10499267,MH507942
W0396,3-plate4,yes,07-369,2007-08-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.075,18.8,yes,yes,yes,yes,166279,100.00%,1734.9,,,SAMN10499268,MH507943
W0397,3-plate4,yes,07-370,2007-08-17,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.352,-119.149,21.9,yes,yes,yes,yes,1013191,100.00%,5284.2,,,SAMN10499269,MH507944
W0398,3-plate4,yes,09-176,2009-06-17,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Greenacres,,35.392,-119.115,25.4,yes,yes,yes,yes,1481364,99.53%,6029.2,,,SAMN10499270,MH507945
W0399,3-plate4,yes,09-179,2009-06-17,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Greenacres,,35.38,-119.111,26.8,yes,yes,yes,yes,2145311,99.36%,6427.0,,,SAMN10499271,MH507946
W0400,3-plate4,yes,09-234,2009-06-30,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.1,20.6,yes,yes,yes,yes,35742,97.92%,729.9,,,SAMN10499272,MH507947
W0401,3-plate4,yes,09-251,2009-07-01,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.283,-118.932,19,yes,yes,yes,yes,121736,100.00%,1451.5,,,SAMN10499273,MH507988
W0402,3-plate4,yes,09-291,2009-07-14,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.276,-119.099,22.3,yes,yes,yes,yes,110623,99.59%,1719.8,,,SAMN10499274,MH507989
W0403,3-plate4,yes,09-293,2009-07-14,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.342,-119.125,20,yes,yes,yes,yes,318961,100.00%,2733.5,,,SAMN10499275,MH507990
W0404,3-plate4,yes,09-306,2009-07-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,21.3,yes,yes,yes,yes,888954,100.00%,4856.2,,,SAMN10499276,MH507991
W0405,3-plate4,yes,09-309,2009-07-15,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.166,-118.825,21.8,yes,yes,yes,yes,602085,100.00%,4088.1,,,SAMN10499277,MH507992
W0406,3-plate4,yes,09-347,2009-07-22,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.411,-119.143,21.7,yes,yes,yes,yes,1805416,100.00%,6167.9,,,SAMN10499278,MH507993
W0407,3-plate4,yes,09-375,2009-07-28,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.391,-118.956,21.9,yes,yes,yes,yes,2160778,100.00%,6106.9,,,SAMN10499279,MH507994
W0408,3-plate4,yes,09-381,2009-07-29,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Greenacres,,35.392,-119.115,24.9,yes,yes,yes,yes,302575,97.92%,4314.5,,,SAMN10499280,MH507995
W0409,3-plate4,yes,09-400,2009-07-30,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.21,-118.833,22.7,yes,yes,yes,yes,976537,100.00%,5443.8,,,SAMN10499281,MH507996
W0410,3-plate4,yes,09-527,2009-09-04,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Shafter,,35.502,-119.254,22.2,yes,yes,yes,yes,661315,100.00%,4557.3,,,SAMN10499282,MH507997
W0411,3-plate4,yes,09-530,2009-09-04,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Wasco,,35.532,-119.477,22.1,yes,yes,yes,yes,678246,100.00%,4732.6,,,SAMN10499283,MH507998
W0412,3-plate4,yes,10-280,2010-06-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.399,-118.928,24.2,yes,yes,yes,yes,51583,97.92%,1223.6,,,SAMN10499284,MH507999
W0413,3-plate4,yes,10-406,2010-06-25,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,22,yes,yes,yes,yes,846991,100.00%,5273.3,,,SAMN10499285,MH508000
W0414,3-plate4,yes,10-414,2010-06-29,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.399,-118.928,16.4,yes,yes,yes,yes,606513,100.00%,4969.6,,,SAMN10499286,MH508001
W0415,3-plate4,yes,10-457,2010-07-01,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.313,-119.026,20,yes,yes,yes,yes,941956,100.00%,3328.8,,,SAMN10499287,MH508002
W0416,3-plate4,yes,10-458,2010-07-01,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.336,-119.025,19.1,yes,yes,yes,yes,62345,99.80%,998.2,,,SAMN10499288,MH508003
W0417,3-plate4,yes,10-500,2010-07-08,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,21.4,yes,yes,yes,yes,514588,98.52%,4280.8,,,SAMN10499289,MH508004
W0418,3-plate4,yes,10-501,2010-07-08,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,21.3,yes,yes,yes,yes,242171,100.00%,3095.3,,,SAMN10499290,MH508005
W0419,3-plate4,yes,10-541,2010-07-09,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.317,-119.06,18.8,yes,yes,yes,yes,189828,100.00%,2122.7,,,SAMN10499291,MH508006
W0420,3-plate4,yes,10-547,2010-07-09,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.075,19.2,yes,yes,yes,yes,281502,100.00%,3098.1,,,SAMN10499292,MH508007
W0421,3-plate4,yes,10-738,2010-07-28,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,20.5,yes,yes,yes,yes,1888385,100.00%,6478.6,,,SAMN10499293,MH508008
W0422,3-plate4,yes,10-941,2010-08-18,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.158,-118.815,21.3,yes,yes,yes,yes,789045,100.00%,5379.2,,,SAMN10499294,MH508009
W0423,3-plate4,yes,10-1014,2010-08-25,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.158,-118.815,19,yes,yes,yes,yes,515838,100.00%,2935.9,,,SAMN10499295,MH508010
W0424,3-plate4,yes,10-1090,2010-09-02,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Shafter,,35.493,-119.272,22.3,yes,yes,yes,yes,174307,97.92%,3162.0,,,SAMN10499296,MH508011
W0425,3-plate4,yes,10-1357,2010-09-30,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Shafter,,35.507,-119.265,19.4,yes,yes,yes,yes,36570,97.69%,756.7,,,SAMN10499297,MH508012
W0426,3-plate4,yes,10-1377,2010-10-05,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Buttonwillow,,35.436,-119.406,23.4,yes,yes,yes,yes,867200,100.00%,4868.5,,,SAMN10499298,MH508013
W0427,3-plate4,yes,11-468,2011-06-08,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.164,23.9,yes,yes,yes,yes,65097,97.92%,1150.4,,,SAMN10499299,MH508014
W0428,3-plate4,yes,11-1028,2011-07-07,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.333,-119.181,19.4,yes,yes,yes,yes,39598,100.00%,701.0,,,SAMN10499300,MH508015
W0429,3-plate4,yes,11-1103,2011-07-08,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Shafter,,35.502,-119.254,21.4,yes,yes,yes,yes,1146524,100.00%,4857.0,,,SAMN10499301,MH508016
W0430,3-plate4,yes,11-1135,2011-07-13,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.333,-119.181,19.8,yes,yes,yes,yes,146062,100.00%,2233.8,,,SAMN10499302,MH508017
W0431,3-plate4,yes,11-1137,2011-07-13,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.164,17.8,yes,yes,yes,yes,195080,100.00%,1642.1,,,SAMN10499303,MH508018
W0432,3-plate4,yes,11-1138,2011-07-13,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.164,20.6,yes,yes,yes,yes,86994,98.95%,1725.7,,,SAMN10499304,MH508019
W0433,3-plate4,yes,11-1139,2011-07-13,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.172,21.3,yes,yes,yes,yes,61533,99.36%,1155.6,,,SAMN10499305,MH508020
W0434,3-plate4,yes,11-1140,2011-07-13,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.172,18.2,yes,yes,yes,yes,5172,93.91%,62.8,,,SAMN10499306,MH508021
W0435,3-plate4,yes,11-1194,2011-07-15,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.1,22.9,yes,yes,yes,yes,256886,84.47%,2255.9,,,SAMN10499307,MH508022
W0436,3-plate4,yes,11-1339,2011-07-27,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.342,-119.125,20.6,yes,yes,yes,yes,68372,100.00%,1165.2,,,SAMN10499308,MH508023
W0437,3-plate4,yes,11-1498,2011-08-04,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.166,-118.825,20,yes,yes,yes,yes,82922,100.00%,1435.0,,,SAMN10499309,MH508024
W0438,3-plate4,yes,11-1502,2011-08-04,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.158,-118.815,19,yes,yes,yes,yes,10162,94.97%,182.9,,,SAMN10499310,MH508025
W0439,3-plate5,yes,11-1694,2011-08-17,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.333,-119.181,19.4,yes,yes,yes,yes,,,,,,,
W0440,3-plate5,yes,11-1730,2011-08-18,Culex tarsalis,whole mosquito bodies,,USA,CA,Kern,Arvin,,35.166,-118.825,19,yes,yes,yes,yes,741935,100.00%,5277.8,,,SAMN10499311,MH508026
W0441,3-plate5,yes,12-351,2012-05-24,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.349,-119.04,21.1,yes,yes,yes,yes,,,,,,,
W0442,3-plate5,yes,12-568,2012-06-12,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,18.2,yes,yes,yes,yes,,,,,,,
W0443,3-plate5,yes,12-580,2012-06-12,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.364,-119.027,19.5,yes,yes,yes,yes,,,,,,,
W0444,3-plate5,yes,12-664,2012-06-18,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.391,-118.956,19.9,yes,yes,yes,yes,,,,,,,
W0445,3-plate5,yes,12-684,2012-06-19,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,19.6,yes,yes,yes,yes,,,,,,,
W0446,3-plate5,yes,12-685,2012-06-19,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,17.4,yes,yes,yes,yes,17325,94.04%,407.9,,,SAMN10499312,MH508027
W0447,3-plate5,yes,12-766,2012-06-27,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.326,-119.008,20.2,yes,yes,yes,yes,,,,,,,
W0448,3-plate5,yes,12-803,2012-06-28,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.339,-119.071,19.2,yes,yes,yes,yes,,,,,,,
W0449,3-plate5,yes,12-827,2012-07-02,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.399,-118.928,18.6,yes,yes,yes,yes,,,,,,,
W0450,3-plate5,yes,12-830,2012-07-02,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,19.4,yes,yes,yes,yes,454733,97.89%,4357.4,,,SAMN10499313,MH508028
W0451,3-plate5,yes,12-868,2012-07-05,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.346,-119.1,19.4,yes,yes,yes,yes,,,,,,,
W0452,3-plate5,yes,12-1029,2012-07-17,Culex quinquefasciatus,whole mosquito bodies,,USA,CA,Kern,Bakersfield,,35.36,-119.021,17.9,yes,yes,yes,yes,,,,,,,
