Scripps_ID,shipment,received,Sample_ID,Collection date,Species,Sample type,Address,Country,State,County,City,Zip,Latitude,Longitude,PCR CT,cDNA,PCR,Library prep,Sequenced,# of Reads,% CDS covered,Mean coverage depth,Seq. complete?,gap primers,BioSample Accession,Nucleotide Accession
W0781,plate2,yes,17-1836,2017-09-08,American Crow,Oral Swab,,USA,CA,Sacramento,Elk Grove,,38.306,-121.403,22.55,yes,yes,yes,yes,1230621,98.86%,6456.8,,,SAMN10499573,
W0782,plate2,yes,17-1977,2017-09-17,California Scrub-Jay,Brain Tissue,,USA,CA,Yolo,Davis,,38.557,-121.79,16.56,yes,yes,yes,yes,621139,100.00%,5003.0,,,SAMN10499574,
W0783,plate3,yes,04-6284,2004-09-07,Western Scrub-Jay,dead bird,,USA,CA,Sacramento,Elk Grove,,38.422,-121.38,14.5,yes,yes,yes,yes,1382412,99.10%,5649.2,,,SAMN10499575,
W0784,plate3,yes,04-5862,2004-08-30,Western Scrub-Jay,dead bird,,USA,CA,Sacramento,Rancho Cordova,,38.577,-121.299,18.3,yes,yes,yes,yes,100364,98.50%,2305.1,,,SAMN10499576,
W0785,plate3,yes,04-4914,2004-08-12,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Wilton,,38.422,-121.202,15.7,yes,yes,yes,yes,114931,99.88%,2511.4,,,SAMN10499577,
W0786,plate3,yes,04-5690,2004-08-26,Western Scrub-Jay,dead bird,,USA,CA,Sacramento,Sacramento,,38.459,-121.312,22.1,yes,yes,yes,yes,56744,98.80%,1230.6,,,SAMN10499578,
W0787,plate3,yes,05-4223,2005-06-21,Western Scrub-Jay,dead bird,,USA,CA,Yolo,Davis,,38.538,-121.762,18.5,yes,yes,yes,yes,23037,96.66%,524.5,,,SAMN10499579,
W0788,plate3,yes,05-4969,2005-07-06,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Sacramento,,38.607,-121.394,13.3,yes,yes,yes,yes,25839,99.06%,593.4,,,SAMN10499580,
W0789,plate3,yes,05-6056,2005-07-21,Northern Mockingbird,dead bird,,USA,CA,Sacramento,Elk Grove,,38.414,-121.406,12.7,yes,yes,yes,yes,37414,100.00%,854.4,,,SAMN10499581,
W0790,plate3,yes,05-6060,2005-07-21,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Elk Grove,,38.397,-121.371,35.7,yes,yes,yes,yes,150408,90.89%,2726.7,,,SAMN10499582,
W0791,plate3,yes,05-6736,2005-08-01,House Finch,dead bird,,USA,CA,Sacramento,Elk Grove,,38.37,-121.496,18.8,yes,yes,yes,yes,1208241,100.00%,6150.4,,,SAMN10499583,
W0792,plate3,yes,05-6879,2005-08-03,American Crow,dead bird,,USA,CA,Yolo,Davis,,38.539,-121.714,16.1,yes,yes,yes,yes,172560,98.37%,3553.2,,,SAMN10499584,
W0793,plate3,yes,05-6898,2005-08-03,Black-crowned Night Heron,dead bird,,USA,CA,Yolo,Davis,,38.531,-121.777,26.5,yes,yes,yes,yes,136329,93.04%,2414.9,,,SAMN10499585,
W0794,plate3,yes,05-6120,2005-07-24,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Sacramento,,38.61,-121.389,15.2,yes,yes,yes,yes,115235,96.23%,2459.6,,,SAMN10499586,
W0795,plate3,yes,05-6143,2005-07-25,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Sacramento,,38.61,-121.404,18.5,yes,yes,yes,yes,50981,100.00%,1197.6,,,SAMN10499587,
W0796,plate3,yes,05-6521,2005-07-28,Western Scrub-Jay,dead bird,,USA,CA,Sacramento,Elk Grove,,38.433,-121.328,15.3,yes,yes,yes,yes,98414,100.00%,2266.8,,,SAMN10499588,
W0797,plate3,yes,06-6890,2006-09-13,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Sacramento,,38.635,-121.466,33.9,yes,yes,yes,yes,39890,100.00%,909.7,,,SAMN10499589,
W0798,plate3,yes,06-6958,2006-09-14,Barn Owl,dead bird,,USA,CA,Yolo,Woodland,,38.73,-121.956,21.9,yes,yes,yes,yes,158242,92.34%,2591.8,,,SAMN10499590,
W0799,plate3,yes,06-3046,2006-06-21,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Elverta,,38.723,-121.45,18.1,yes,yes,yes,yes,56779,98.50%,1280.6,,,SAMN10499591,
W0800,plate3,yes,06-3905,2006-07-11,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Antelope,,38.705,-121.373,20.8,yes,yes,yes,yes,35262,99.64%,827.6,,,SAMN10499592,
W0801,plate3,yes,06-3541,2006-07-04,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Elverta,,38.718,-121.406,18.5,yes,yes,yes,yes,74858,98.57%,1361.7,,,SAMN10499593,
W0802,plate3,yes,07-3619,2007-07-09,California Scrub-Jay,dead bird,,USA,CA,Yolo,Davis,,38.56,-121.703,26.4,yes,yes,yes,yes,99195,93.93%,1491.1,,,SAMN10499594,
W0803,plate3,yes,07-3886,2007-07-13,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Wilton,,38.442,-121.197,13.6,yes,yes,yes,yes,43741,100.00%,1027.0,,,SAMN10499595,
W0804,plate3,yes,07-3847,2007-07-12,Snowy Egret,dead bird,,USA,CA,Yolo,Woodland,,38.679,-121.742,16.5,yes,yes,yes,yes,12750,40.05%,36.2,,,SAMN10499596,
W0805,plate3,yes,07-3548,2007-07-08,American Robin,dead bird,,USA,CA,Sacramento,Citrus Heights,,38.684,-121.324,18.9,yes,yes,yes,yes,299640,50.29%,418.6,,,SAMN10499597,
W0806,plate3,yes,07-4453,2007-07-24,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Sacramento,,38.698,-121.334,21.9,yes,yes,yes,yes,152889,87.47%,2629.1,,,SAMN10499598,
W0807,plate3,yes,07-4413,2007-07-24,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Fair Oaks,,38.652,-121.258,18.5,yes,yes,yes,yes,164586,100.00%,3327.1,,,SAMN10499599,
W0808,plate3,yes,07-4454,2007-07-24,House Finch,dead bird,,USA,CA,Sacramento,Citrus Heights,,38.693,-121.309,23.3,yes,yes,yes,yes,75432,100.00%,1764.4,,,SAMN10499600,
W0809,plate3,yes,07-4412,2007-07-24,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Sacramento,,38.532,-121.513,18.3,yes,yes,yes,yes,165069,94.92%,2967.0,,,SAMN10499601,
W0810,plate3,yes,08-216,2008-03-05,American Crow,dead bird,,USA,CA,Sacramento,Herald,,38.314,-121.166,13.1,yes,yes,yes,yes,209000,100.00%,3394.1,,,SAMN10499602,
W0811,plate3,yes,08-2500,2008-06-17,Common Raven,dead bird,,USA,CA,Sacramento,Sacramento,,38.485,-121.51,29,yes,yes,yes,yes,34878,95.28%,805.8,,,SAMN10499603,
W0812,plate3,yes,08-3245,2008-07-06,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Antelope,,38.72,-121.362,22.1,yes,yes,yes,yes,82484,100.00%,1820.5,,,SAMN10499604,
W0813,plate3,yes,08-3267,2008-07-07,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Sacramento,,38.661,-121.343,15.1,yes,yes,yes,yes,1183682,75.00%,1661.1,,,SAMN10499605,
W0814,plate3,yes,08-3322,2008-07-08,American Robin,dead bird,,USA,CA,Sacramento,Sacramento,,38.504,-121.508,17.5,yes,yes,yes,yes,152892,91.60%,2763.1,,,SAMN10499606,
W0815,plate3,yes,08-6296,2008-09-08,American Crow,dead bird,,USA,CA,Sacramento,Rancho Cordova,,38.607,-121.302,15.8,yes,yes,yes,yes,138051,70.45%,1717.0,,,SAMN10499607,
W0816,plate3,yes,08-6119,2008-09-02,Yellow-billed Magpie,dead bird,,USA,CA,Yolo,Davis,,38.562,-121.714,15.3,yes,yes,yes,yes,173415,100.00%,3639.2,,,SAMN10499608,
W0817,plate3,yes,09-2532,2009-07-29,Yellow-billed Magpie,dead bird,,USA,CA,Sacramento,Sacramento,,38.464,-121.502,15,yes,yes,yes,yes,32628,96.53%,756.0,,,SAMN10499609,
W0818,plate3,yes,09-2847,2009-08-18,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Carmichael,,38.662,-121.311,30.2,yes,yes,yes,yes,56106,98.50%,1237.2,,,SAMN10499610,
W0819,plate3,yes,09-2879,2009-08-20,Yellow-billed Magpie,dead bird,,USA,CA,Yolo,Davis,,38.55,-121.793,20.2,yes,yes,yes,yes,35573,96.45%,770.7,,,SAMN10499611,
W0820,plate3,yes,09-3131,2009-09-04,American Robin,dead bird,,USA,CA,Sacramento,Antelope,,38.723,-121.391,14.7,yes,yes,yes,yes,155033,100.00%,2988.4,,,SAMN10499612,
W0821,plate3,yes,09-3373,2009-09-27,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Wilton,,38.436,-121.224,18.6,yes,yes,yes,yes,82349,100.00%,1853.7,,,SAMN10499613,
W0822,plate3,yes,09-3437,2009-10-02,California Scrub-Jay,dead bird,,USA,CA,Sacramento,Elk Grove,,38.407,-121.383,15.9,yes,yes,yes,yes,58180,97.49%,1358.5,,,SAMN10499614,
W0823,plate3,yes,09-3439,2009-10-02,California Scrub-Jay,dead bird,,USA,CA,Yolo,Woodland,,38.659,-121.798,24.5,yes,yes,yes,yes,170944,98.39%,3326.5,,,SAMN10499615,
W0824,,yes,801T-P1,2018-08-02,Culex pipiens,Pooled mosquitoes,,USA,WA,Spokane,Spokane,,47.62719,-117.38417,28,yes,yes,yes,yes,6121220,100.00%,6175.7,,,SAMN10499616,
W0825,,yes,808T-P1,2018-08-08,Culex pipiens,Pooled mosquitoes,,USA,WA,Spokane,Spokane,,47.62719,-117.38417,27,yes,yes,yes,yes,4830230,100.00%,5807.3,,,SAMN10499617,
W0826,,yes,814G-P7,2018-08-14,Culex pipiens,Pooled mosquitoes,,USA,WA,Pierce,Tacoma,,47.25083,-122.41169,35,yes,yes,yes,yes,1233616,93.01%,1884.1,,,SAMN10499618,
W0827,,yes,814G-P8,2018-08-14,Culex pipiens,Pooled mosquitoes,,USA,WA,Pierce,Tacoma,,47.25083,-122.41169,33,yes,yes,yes,yes,3249998,100.00%,6082.8,,,SAMN10499619,
W0828,,yes,814G-P9,2018-08-14,Culex pipiens,Pooled mosquitoes,,USA,WA,Pierce,Tacoma,,47.25083,-122.41169,33,yes,yes,yes,yes,3180993,97.97%,5497.7,,,SAMN10499620,
W0829,,yes,814G-P10,2018-08-14,Culex tarsalis,Pooled mosquitoes,,USA,WA,Pierce,Tacoma,,47.25083,-122.41169,33,yes,yes,yes,yes,4146791,98.07%,5317.2,,,SAMN10499621,
W0830,,yes,815T-P1,2018-08-25,Culex pipiens,Pooled mosquitoes,,USA,WA,Spokane,Spokane,,47.62719,-117.38417,15,yes,yes,yes,yes,372449,100.00%,2734.8,,,SAMN10499622,
W0831,,yes,18-08904,2018-07-13,,Pooled mosquitoes,5269 Secor Rd,USA,OH,Lucas,Toledo,,41.711768,-83.62574,,,,,,,,,,,,
W0832,,yes,18-08908,2018-07-17,,Pooled mosquitoes,11 N McCord Rd,USA,OH,Lucas,Holland,,41.639434,-83.704377,,,,,,,,,,,,
W0833,,yes,18-08909,2018-07-17,,Pooled mosquitoes,5106 Slyvania Ave,USA,OH,Lucas,Toledo,,41.693393,-83.668684,,,,,,,,,,,,
W0834,,yes,18-08910,2018-07-17,,Pooled mosquitoes,1907 N Reynolds Rd,USA,OH,Lucas,Toledo,,41.6589,-83.668198,,,,,,,,,,,,
W0835,,yes,18-08913,2018-07-17,,Pooled mosquitoes,2225 Nebraska Ave,USA,OH,Lucas,Toledo,,41.640176,-83.598555,,,,,,,,,,,,
W0836,,yes,18-08924,2018-07-17,,Pooled mosquitoes,1240 Columbus Ave,USA,OH,Lucas,Holland,,41.618585,-83.71095,,,,,,,,,,,,
W0837,,yes,18-08929,2018-07-17,,Pooled mosquitoes,5501 Nebraska Ave,USA,OH,Lucas,Toledo,,41.644395,-83.670733,,,,,,,,,,,,
W0838,,yes,18-08939,2018-07-17,,Pooled mosquitoes,3404 W Sylcania Ave,USA,OH,Lucas,Toledo,,41.694087,-83.628058,,,,,,,,,,,,
W0839,,yes,18-08944,2018-07-17,,Pooled mosquitoes,5639 Benore Rd,USA,OH,Lucas,Toledo,,41.7156,-83.51406,,,,,,,,,,,,
W0840,,yes,18-08951,2018-07-18,,Pooled mosquitoes,1144 Hugo Ave,USA,OH,Lucas,Maumee,,41.582919,-83.629707,,,,,,,,,,,,
W0841,,yes,18-08955,2018-07-18,,Pooled mosquitoes,3627 Hazelhurst Ave,USA,OH,Lucas,Toledo,,41.687395,-83.576047,,,,,,,,,,,,
W0842,,yes,18-09459,2018-07-17,,Pooled mosquitoes,1929 Kenny Rd,USA,OH,Franklin,Columbus,,39.99938,-83.03558,,,,,,,,,,,,
W0843,,yes,18-09464,2018-07-17,,Pooled mosquitoes,4778 Heatherton Dr,USA,OH,Franklin,Columbus,,40.06579,-82.95891,,,,,,,,,,,,
W0844,,yes,18-09465,2018-07-17,,Pooled mosquitoes,4412 Glenmwar Ave,USA,OH,Franklin,Columbus,,40.055186,-82.996061,,,,,,,,,,,,
W0845,,yes,18-09468,2018-07-17,,Pooled mosquitoes,499 Medick Way,USA,OH,Franklin,Worthington,,40.0923,-83.03087,,,,,,,,,,,,
W0846,,yes,18-09474,2018-07-18,,Pooled mosquitoes,2300 Collins Dr,USA,OH,Franklin,Worthington,,40.09943,-83.05405,,,,,,,,,,,,
W0847,,yes,18-09479,2018-07-18,,Pooled mosquitoes,8008 Flint Rd,USA,OH,Franklin,Columbus,,40.12814,-83.00882,,,,,,,,,,,,
W0848,,yes,18-09482,2018-07-18,,Pooled mosquitoes,575 Lazelle Rd,USA,OH,Franklin,Columbus,,40.13232,-82.98769,,,,,,,,,,,,
W0849,,yes,18-09483,2018-07-18,,Pooled mosquitoes,575 Lazelle Rd,USA,OH,Franklin,Columbus,,40.13232,-82.98769,,,,,,,,,,,,
W0850,,yes,18-09484,2018-07-18,,Pooled mosquitoes,575 Lazelle Rd,USA,OH,Franklin,Columbus,,40.13232,-82.98769,,,,,,,,,,,,
W0851,,yes,18-09512,2018-07-18,,Pooled mosquitoes,6700 Lisa Marie Rd,USA,OH,Franklin,Columbus,,40.10285,-82.92844,,,,,,,,,,,,
W0852,,yes,18-09515,2018-07-18,,Pooled mosquitoes,5740 Cooper Rd,USA,OH,Franklin,Columbus,,40.09067,-82.96546,,,,,,,,,,,,
W0853,,yes,18-09519,2018-07-18,,Pooled mosquitoes,4665 Westerville Rd,USA,OH,Franklin,Columbus,,40.06809,-82.93302,,,,,,,,,,,,
W0854,,yes,18-09520,2018-07-18,,Pooled mosquitoes,4665 Westerville Rd,USA,OH,Franklin,Columbus,,40.06809,-82.93302,,,,,,,,,,,,
W0855,,yes,18-09543,2018-07-18,,Pooled mosquitoes,6027 Central College Rd,USA,OH,Franklin,Columbus,,40.09194,-82.83031,,,,,,,,,,,,
W0856,,yes,18-09545,2018-07-18,,Pooled mosquitoes,331 E Wilson Bridge Rd,USA,OH,Franklin,Worthington,,40.10762,-83.00725,,,,,,,,,,,,
W0857,,yes,18-09549,2018-07-19,,Pooled mosquitoes,5359 Warner Rd,USA,OH,Franklin,Columbus,,40.09199,-82.84681,,,,,,,,,,,,
W0858,,yes,18-09562,2018-07-17,,Pooled mosquitoes,2766 Walnut Ridge Rd,USA,OH,Summit,Bath,,41.162787,-81.612454,,,,,,,,,,,,
W0859,,yes,18-09569,2018-07-17,,Pooled mosquitoes,248 Harvest Dr,USA,OH,Summit,Bath,,41.142953,-81.661445,,,,,,,,,,,,
W0860,,yes,18-09572,2018-07-17,,Pooled mosquitoes,Garfield Ave,USA,OH,Summit,Cuyahoga Falls,,41.146294,-81.478012,,,,,,,,,,,,
W0861,,yes,18-09574,2018-07-17,,Pooled mosquitoes,529 Forest Oaks Dr,USA,OH,Summit,Fairlawn,,41.121315,-81.646424,,,,,,,,,,,,
W0862,,yes,18-09577,2018-07-17,,Pooled mosquitoes,Fort Island Dr,USA,OH,Summit,Fairlawn,,41.119512,-81.616779,,,,,,,,,,,,
W0863,,yes,18-09582,2018-07-17,,Pooled mosquitoes,2598 Falmouth Rd,USA,OH,Summit,Fairlawn,,41.128105,-81.603373,,,,,,,,,,,,
W0864,,yes,18-09584,2018-07-17,,Pooled mosquitoes,Knollwood Dr,USA,OH,Summit,Green,,40.969235,-81.503232,,,,,,,,,,,,
W0865,,yes,18-09589,2018-07-17,,Pooled mosquitoes,4899 Massillon Rd,USA,OH,Summit,Green,,40.92789,-81.461322,,,,,,,,,,,,
W0866,,yes,18-09590,2018-07-17,,Pooled mosquitoes,2682 Graybill Rd,USA,OH,Summit,Green,,40.956213,-81.434634,,,,,,,,,,,,
W0867,,yes,18-09594,2018-07-17,,Pooled mosquitoes,Imrek Dr,USA,OH,Summit,Green,,40.980413,-81.447149,,,,,,,,,,,,
W0868,,yes,18-09597,2018-07-17,,Pooled mosquitoes,Doxey Dr,USA,OH,Summit,Green,,40.981117,-81.467723,,,,,,,,,,,,
W0869,,yes,18-09611,2018-07-17,,Pooled mosquitoes,S Chinaberry Cir,USA,OH,Summit,Macedonia,,41.290934,-81.48139,,,,,,,,,,,,
W0870,,yes,18-09620,2018-07-17,,Pooled mosquitoes,581 Maple Ct,USA,OH,Summit,Macedonia,,41.306658,-81.511915,,,,,,,,,,,,
W0871,,yes,18-09624,2018-07-18,,Pooled mosquitoes,Barton Rd,USA,OH,Summit,Sagamore Hills,,41.295293,-81.554921,,,,,,,,,,,,
W0872,,yes,18-09637,2018-07-18,,Pooled mosquitoes,Countryside Dr,USA,OH,Summit,Sagamore Hills,,41.336222,-81.555261,,,,,,,,,,,,
W0873,,yes,18-10208,2018-07-24,,Pooled mosquitoes,8409 Diagonal Rd,USA,OH,Portage,Streetsboro,,41.220833,-81.313889,,,,,,,,,,,,
W0874,,yes,18-10220,2018-07-24,,Pooled mosquitoes,9355 Newton Falls Rd,USA,OH,Portage,Paris Twp,,41.168362,-81.053606,,,,,,,,,,,,
W0875,,yes,18-10229,2018-07-20,,Pooled mosquitoes,3845 William P. Dooley Bypass,USA,OH,Hamilton,Cincinnati,,39.155707,-84.540487,,,,,,,,,,,,
W0876,,yes,18-10231,2018-07-24,,Pooled mosquitoes,1240 Island Creek Rd,USA,OH,Adams,Manchester,,38.70704,-83.582445,,,,,,,,,,,,
W0877,,yes,18-10235,2018-07-24,,Pooled mosquitoes,488 Jenkins Rd,USA,OH,Adams,Stout,,38.665993,-83.391652,,,,,,,,,,,,
W0878,,yes,18-10239,2018-07-24,,Pooled mosquitoes,1220 Marble Furnace Rd,USA,OH,Adams,Peebles,,38.967772,-83.423548,,,,,,,,,,,,
W0879,,yes,18-10241,2018-07-24,,Pooled mosquitoes,704 S High St,USA,OH,Brown,Mt. Orab,,(not provided),(not provided),,,,,,,,,,,,
W0880,,yes,18-10242,2018-07-24,,Pooled mosquitoes,9262 Mt. Orab Pike,USA,OH,Brown,Georgetown,,(not provided),(not provided),,,,,,,,,,,,
W0881,,yes,18-10249,2018-07-26,,Pooled mosquitoes,48900 N Market St,USA,OH,Belmont,Clairsville,,40.091612,-80.906762,,,,,,,,,,,,
W0882,,yes,18-10263,2018-07-26,,Pooled mosquitoes,Twp Hwy 307,USA,OH,Jefferson,Toronto,,(not provided),(not provided),,,,,,,,,,,,
W0883,,yes,18-10281,2018-07-25,,Pooled mosquitoes,103 Community Dr,USA,OH,Licking,Kirkersville,,39.955942,-82.602662,,,,,,,,,,,,
W0884,,yes,18-10746,2018-07-17,,Pooled mosquitoes,5374 Apple Creek Dr,USA,OH,Lorain,Sheffield Village,,41.456219,-82.067862,,,,,,,,,,,,
W0885,,yes,18-10750,2018-07-17,,Pooled mosquitoes,5290 Trailsend Ct,USA,OH,Lorain,Sheffiled Village,,41.444623,-82.078907,,,,,,,,,,,,
W0886,,yes,18-10753,2018-07-18,,Pooled mosquitoes,5374 Apple Creek Dr,USA,OH,Lorain,Sheffield Village,,41.456219,-82.067862,,,,,,,,,,,,
W0887,,yes,18-10758,2018-07-19,,Pooled mosquitoes,38055 Crook St,USA,OH,Lorain,Grafton,,41.263232,-82.063181,,,,,,,,,,,,
W0888,,yes,18-10771,2018-07-25,,Pooled mosquitoes,214 Oakdale Dr,USA,OH,Lorain,Amherst,,41.365064,-82.234277,,,,,,,,,,,,
W0889,,yes,18-10774,2018-07-25,,Pooled mosquitoes,4070 Dunton Rd,USA,OH,Lorain,Lorain,,41.43205,-82.14884,,,,,,,,,,,,
W0890,,yes,18-10777,2018-07-25,,Pooled mosquitoes,309 Falling Water Cir,USA,OH,Lorain,Amherst,,41.38637,-82.24091,,,,,,,,,,,,
W0891,,yes,18-10779,2018-07-25,,Pooled mosquitoes,37109 Royalton Rd,USA,OH,Lorain,Grafton,,41.31355,-82.03844,,,,,,,,,,,,
W0892,,yes,18-10781,2018-07-24,,Pooled mosquitoes,6888 Front St,USA,OH,Scioto,Portsmouth,,38.747465,-82.874022,,,,,,,,,,,,
W0893,,yes,18-10784,2018-07-24,,Pooled mosquitoes,25 Coles Blvd,USA,OH,Scioto,Portsmouth,,38.75315,-82.977272,,,,,,,,,,,,
W0894,,yes,18-10787,2018-07-25,,Pooled mosquitoes,55 Maryann St,USA,OH,Scioto,Portsmouth,,38.728579,-82.982977,,,,,,,,,,,,
W0895,,yes,18-10791,2018-07-26,,Pooled mosquitoes,1912 7th St,USA,OH,Scioto,Portsmouth,,38.735066,-82.977571,,,,,,,,,,,,
W0896,,yes,18-10793,2018-07-27,,Pooled mosquitoes,1220 Gallia St,USA,OH,Scioto,Portsmouth,,38.7349,-82.988681,,,,,,,,,,,,
W0897,,yes,18-10802,2018-07-24,,Pooled mosquitoes,4669 Frederick Pike,USA,OH,Montgomery,Dayton,,39.4855,-84.122,,,,,,,,,,,,
W0898,,yes,18-10803,2018-07-24,,Pooled mosquitoes,1301 E Siebenthaler Ave,USA,OH,Montgomery,Dayton,,39.4838,-84.1223,,,,,,,,,,,,
W0899,,yes,18-10811,2018-07-24,,Pooled mosquitoes,3915 Pilgrim Rd,USA,OH,Montgomery,Dayton,,39.4809,-84.1202,,,,,,,,,,,,
W0900,,yes,18-10814,2018-07-25,,Pooled mosquitoes,986 Neri Ave,USA,OH,Montgomery,Dayton,,39.5256,-84.1304,,,,,,,,,,,,
W0901,,yes,18-10815,2018-07-25,,Pooled mosquitoes,3509 Stonequarry Rd,USA,OH,Montgomery,Dayton,,39.5241,-84.1321,,,,,,,,,,,,
W0902,,yes,18-10827,2018-07-27,,Pooled mosquitoes,6064 Millshire Dr,USA,OH,Montgomery,Centerville,,39.3922,-84.0812,,,,,,,,,,,,
W0903,,yes,18-10832,2018-07-24,,Pooled mosquitoes,550 Blackbrook Rd,USA,OH,Lake,Painesville,,41.725467,-81.28834,,,,,,,,,,,,
W0904,,yes,18-11483,2018-08-01,,Pooled mosquitoes,127 N St,USA,OH,Huron,Monroeville,,41.249341,-82.694579,,,,,,,,,,,,
W0905,,yes,18-11486,2018-08-01,,Pooled mosquitoes,N Old State Rd,USA,OH,Huron,Norwalk,,41.257678,-82.591567,,,,,,,,,,,,
W0906,,yes,18-11496,2018-08-02,,Pooled mosquitoes,Cambridge Rd,USA,OH,Washington,Marietta,,39.456653,-81.453628,,,,,,,,,,,,
W0907,,yes,18-11501,2018-08-02,,Pooled mosquitoes,80 Acme St,USA,OH,Washington,Marietta,,39.412503,-81.426817,,,,,,,,,,,,
W0908,,yes,18-11503,2018-08-02,,Pooled mosquitoes,958 Stevens Rd,USA,OH,Washington,Waterford,,39.496992,-81.665777,,,,,,,,,,,,
W0909,,yes,18-11512,2018-07-31,,Pooled mosquitoes,(not provided),USA,OH,Williams,Edgerton,,41.451187,-84.758501,,,,,,,,,,,,
W0910,,yes,18-11514,2018-07-31,,Pooled mosquitoes,04226 Co Rd 12,USA,OH,Williams,Bryan,,41.47411,-84.591959,,,,,,,,,,,,
W0911,,yes,18-11522,2018-07-31,,Pooled mosquitoes,(not provided),USA,OH,Seneca,Green Springs,,41.238442,-83.019908,,,,,,,,,,,,
W0912,,yes,18-11524,2018-07-31,,Pooled mosquitoes,(not provided),USA,OH,Seneca,Bloomville,,41.030633,-83.011728,,,,,,,,,,,,
W0913,,yes,18-11528,2018-07-31,,Pooled mosquitoes,(not provided),USA,OH,Seneca,Attica,,41.05335,-82.890227,,,,,,,,,,,,
W0914,,yes,18-11532,2018-07-25,,Pooled mosquitoes,OH-124,USA,OH,Meigs,Rutland,,39.043492,-82.133884,,,,,,,,,,,,
W0915,,yes,18-11555,2018-07-31,,Pooled mosquitoes,Commercial Ave SW,USA,OH,Tuscarawas,New Philadelphia,,40.486826,-81.468779,,,,,,,,,,,,
W0916,,yes,18-11561,2018-08-01,,Pooled mosquitoes,Hillandale Dr NE,USA,OH,Tuscarawas,New Philadelphia,,40.50536,-81.429571,,,,,,,,,,,,
W0917,,yes,18-11568,2018-07-26,,Pooled mosquitoes,1710 Hess Blvd,USA,OH,Franklin,Columbus,,39.99457,-83.03181,,,,,,,,,,,,
W0918,,yes,2013-7741.1,2013,Flamingo,,,USA,Virgin Islands,,,,,,,yes,yes,yes,yes,744682,100.00%,4546.9,,,,
W0919,,yes,2014-12352.1,2014,Merlin (Pigeon) Hawk,,,USA,AZ,,Phoenix,,,,,yes,yes,yes,yes,12991,16.45%,192.6,,,,
W0920,,yes,2015-10442.1,2015,Magpie,,,USA,WA,Grant,,,,,,yes,yes,yes,yes,692364,100.00%,4210.4,,,,
W0921,,yes,2015-11794.1,2015,Magpie,,,USA,WA,Kittitas,,,,,,yes,yes,yes,yes,680705,100.00%,4942.9,,,,
W0922,,yes,2015-11937.1,2015,Red-tailed hawk,,,USA,IA,,,,,,,yes,yes,yes,yes,563670,74.70%,2825.0,,,,
W0923,,yes,2015-12168.3,2015,Quarterhorse,,,USA,WA,Whitman,,,,,,yes,yes,yes,yes,489680,50.79%,1706.7,,,,
W0924,,yes,2015-13052.2,2015,American Paint horse mix,,,USA,WA,Grant,Ephrata,,,,,yes,yes,yes,yes,519911,73.27%,2730.2,,,,
W0925,,yes,2016-10167.2,2016,Quarterhorse,,,USA,WA,Spokane,Cheny,,,,,yes,yes,yes,yes,724278,97.48%,4034.5,,,,
W0926,,yes,2016-12216.1,2016,Crow,,,USA,WA,Spokane,Spokane,,,,,yes,yes,yes,yes,777592,100.00%,3826.0,,,,
W0927,,yes,2017-11015.1,2017,Short-eared owl,,,USA,ID,,Eagle,,,,,yes,yes,yes,yes,695577,91.81%,3890.2,,,,
W0928,,yes,2017-11319.3,2017,Sun conure,,,USA,AZ,,Phoenix,,,,,yes,yes,yes,yes,336455,63.74%,1857.3,,,,
W0929,,yes,2017-11580.1,2017,Bald Eagle,,,USA,ID,,Eagle,,,,,yes,yes,yes,yes,344621,100.00%,2616.8,,,,
W0930,,yes,2017-A1952.B2,2017,Quail,,,USA,WA,Walla,Walla Walla,,,,,yes,yes,yes,yes,727135,82.27%,3460.9,,,,
W0931,,yes,2017-A2425 B8-3,2017,Pheasant,,,USA,WA,Lincoln,Reardan,,,,,yes,yes,yes,yes,657271,74.00%,2757.6,,,,
W0932,,yes,2017-A2529 B3,2017,Gyrfalcon,,,USA,WA,Spokane,Medical Lake,,,,,yes,yes,yes,yes,31132,27.00%,381.1,,,,
W0933,,,2010-00942,2010,,Mosquito Pool,,USA,OR,Benton,,,,,21.93,yes,yes,yes,yes,517426,100.00%,3839.1,,,,
W0934,,,2011-01690,2011,,Mosquito Pool,,USA,OR,Baker,,,,,32.57,yes,yes,yes,yes,238181,52.49%,1365.0,,,,
